3,Kaadhal Sadugudu,/Users/satishrambhatla/Desktop/MP3_Songs/Kaadhal Sadugudu.mp3,/Users/satishrambhatla/Downloads/Backup_jamify/src/jamify/greenhills.jpg
4,Maangalyam,/Users/satishrambhatla/Desktop/MP3_Songs/Maangalyam.mp3,/Users/satishrambhatla/Downloads/Backup_jamify/src/jamify/greenhills.jpg
5,September Maadham,/Users/satishrambhatla/Desktop/MP3_Songs/Track  1.mp3,/Users/satishrambhatla/Downloads/Backup_jamify/src/jamify/greenhills.jpg
